1-16:30 2.85
1-19:10 2.80
1-20:40 2.78
1-23:20 2.73
2-07:05 2.60
2-09:10 2.57
2-10:00 2.56
2-13:20 2.51
2-14:30 2.49
2-16:10 2.46
2-18:00 2.43
2-21:15 2.37
2-23:00 2.34
3-11:10 2.11
3-12:50 2.08
3-19:10 1.96
3-21:40 1.90
3-23:30 1.86
4-09:20 1.62
4-13:20 1.52
4-14:50 1.48
4-18:25 1.37
4-23:15 1.19
5-07:45 0.76
